BUSINESS_NAME,OFFICE_ADDRESS1,OFFICE_ADDRESS2,OFFICE_CITY,OFFICE_STATE,OFFICE_ZIPCODE,OFFICE_TELEPHONE,OFFICE_WEBSITE,ADVISOR_NAME,ADVISOR_EMAIL,ADVISOR_ID
CROSSROADS FINANCIAL MANAGEMENT,13715 WEST 109TH STREET,SUITE 110,LENEXA,KS,66215,9134518351,WWW.CROSSROADSFM.COM,Alfredo Sanchez,Alfredo.Sanchez@CROSSROADSFM.COM,115435
"KOENIG INVESTMENT ADVISORY, LLC",1020 E JACKSON ST,,MEDFORD,OR,97504,5416080551,WWW.KOENIGINVESTMENT.COM,McCree Davis,McCree.Davis@KOENIGINVESTMENT.COM,117098
"STERLING INVESTMENT ADVISORS,LLC",2095 S. BOSTON PLACE,,BOLIVAR,MO,65613,4177777677,WWW.INVESTWITHSTERLING.COM,Mickey Geiss,Mickey.Geiss@INVESTWITHSTERLING.COM,117287
"GUARDIAN WEALTH MANAGEMENT, INC.",6151 SHALLOWFORD ROAD,SUITE 102,CHATTANOOGA,TN,37421,4235100409,WWW.GUARDIANWEALTH.COM,Scott Shreffler,Scott.Shreffler@GUARDIANWEALTH.COM,118668
"ANDREWS ADVISORY ASSOCIATES, LLC",1188 BISHOP STREET,#1808,HONOLULU,HI,96813,8085214015,WWW.ANDREWSLLC.COM,Edward Moody,Edward.Moody@ANDREWSLLC.COM,118957
"CLIENTFIRST WEALTH MANAGEMENT, LLC",1501 NORTH UNIVERSITY,SUITE 715,LITTLE ROCK,AR,72207,5016030406,WWW.CLIENTFIRSTWM.COM,Mark Anderson,Mark.Anderson@CLIENTFIRSTWM.COM,120286
"WESTCO ADVISORY SERVICES, INC.",77 HEMPSTEAD AVE,,LYNBROOK,NY,11563,5165935070,WWW.WESTCOFINANCIALGROUP.COM,Daniel Harding,Daniel.Harding@WESTCOFINANCIALGROUP.COM,120755
"PINKERTON RETIREMENT SPECIALISTS, LLC",2000 JOHN LOOP,,COEUR D'ALENE,ID,83814,8006342008,WWW.PINKERTONRETIREMENT.COM,David Ward,David.Ward@PINKERTONRETIREMENT.COM,120973
"MAIN LINE FINANCIAL ADVISORS, LLC.",110 N PHOENIXVILLE PIKE,#300,MALVERN,PA,19355,8002666532,WWW.MLFA.COM,James Davidson,James.Davidson@MLFA.COM,121583
"TITAN CAPITAL MANAGEMENT, LLC",1500 J STREET,,MODESTO,CA,95354,2095293089,WWW.TITANMANAGERS.COM,John Graman,John.Graman@TITANMANAGERS.COM,123568
ACKERMAN CAPITAL MANAGEMENT,5956 SHERRY LANE,SUITE 1600,DALLAS,TX,75225,2143615383,WWW.ACKERMANCAPITAL.COM,Harold Jeffers,Harold.Jeffers@ACKERMANCAPITAL.COM,123824
BEVERLY INVESTMENT ADVISORS LLC,9701 WILSHIRE BOULEVARD,10TH FL.,BEVERLY HILLS,CA,90212,3102461200,WWW.BEVERLYADVISORS.COM,Robert Bronger,Robert.Bronger@BEVERLYADVISORS.COM,124038
"CAPITAL RESEARCH ADVISORS, LLC",4185-B SILVER PEAK PARKWAY,,SUWANEE,GA,30024,7709251000,WWW.CAPITALRESEARCHADVISORS.COM,Raymond Galindo,Raymond.Galindo@CAPITALRESEARCHADVISORS.COM,125621
SILVERSAGE ADVISORS,"19200 VON KARMAN AVENUE,",SUITE 370,IRVINE,CA,92612,9492235175,SILVERSAGEADVISORS.COM,Anthony Munoz,Anthony.Munoz@SILVERSAGEADVISORS.COM,125820
"BARON SILVER STEVENS FINANCIAL ADVISORS, LLC",4800 N. FEDERAL HIGHWAY,SUITE 210-A,BOCA RATON,FL,33431,5614471997,WWW.BSSFA.COM,Cesar Chirinos,Cesar.Chirinos@BSSFA.COM,126767
"SB CAPITAL MANAGEMENT, INC.","6345 BALBOA BLVD., BUILDING 4",SUITE 375,ENCINO,CA,91316,8187741000,SINGERBURKE.COM,Errol Frank Jr,Errol.Frank Jr@SINGERBURKE.COM,126826
YALE CAPITAL CORP.,111 2ND AVE NE,SUITE 503,SAINT PETERSBURG,FL,33701,7278230006,WWW.YCCMLP.COM,Patrick Austin,Patrick.Austin@YCCMLP.COM,126992
"WEALTHGUARD ADVISORY GROUP, LLC","4015 NINE MCFARLAND DRIVE, # 150",,ALPHARETTA,GA,30004,7706671177,WWW.WEALTHGUARDADVISORY.COM,Thomas Michalski,Thomas.Michalski@WEALTHGUARDADVISORY.COM,127125
SPECTRUM FINANCIAL MANAGEMENT,899 NORTHGATE DRIVE,SUITE 305,SAN RAFAEL,CA,94903,4154727300,WWW.SPECTRUMFINANCIALMGMT.COM,John Porreca,John.Porreca@SPECTRUMFINANCIALMGMT.COM,127746
GENERATION CAPITAL MANAGEMENT LLC,1169 PITTSFORD-VICTOR ROAD,#230,PITTSFORD,NY,14534,5852328560,WWW.GENCAPMGMT.COM,Michael Mayweathers,Michael.Mayweathers@GENCAPMGMT.COM,128523
CRAVENS & COMPANY WEALTH MANAGEMENT,1080 INTERSTATE DRIVE,,COOKEVILLE,TN,38501,9315286865,WWW.CRAVENSCO.COM,George Castor Jr,George.Castor Jr@CRAVENSCO.COM,130071
"CYPRESS CAPITAL MANAGEMENT, LLC",312 WHITNEY LANE SUITE 1A,,SHERIDAN,WY,82801,3076741770,WWW.CYPRESSCAPITALMANAGEMENT.COM,Gaspar Ramirez,Gaspar.Ramirez@CYPRESSCAPITALMANAGEMENT.COM,130401
"CAPITAL WEST PARTNERS, LLC",6842 E. TANQUE VERDE ROAD,SUITE C,TUCSON,AZ,85715,5202969803,WWW.CAPITALWESTPARTNERS.COM,Adrian Pacheco,Adrian.Pacheco@CAPITALWESTPARTNERS.COM,130762
"BERKSON ASSET MANAGEMENT, INC.","5550 TOPANGA CANYON BLVD,",SUITE 350,WOODLAND HILLS,CA,91367,8187138060,WWW.BERKSON.NET,Gary Richter,Gary.Richter@BERKSON.NET,131029
"CAROLINA WEALTH MANAGEMENT, INC.",1706-A E ARLINGTON BLVD,,GREENVILLE,NC,27858,2524391344,WWW.MYCAROLINAWEALTH.COM,Jerry Chappell,Jerry.Chappell@MYCAROLINAWEALTH.COM,131393
"SENESCHAL ADVISORS, LLC",2312 N. 30TH STREET,SUITE 101,TACOMA,WA,98403,2534603430,SENESCHALADVISORS.COM,Walter Thornton,Walter.Thornton@SENESCHALADVISORS.COM,131618
"CAPITAL GUARDIAN WEALTH MANAGEMENT, LLC","1395 BRICKELL AVENUE, SUITE 800",,MIAMI,FL,33131,7865944400,WWW.CAPITALGUARDIANWM.COM/,Norman Wadsworth,Norman.Wadsworth@CAPITALGUARDIANWM.COM/,131631
"SG FINANCIAL ADVISORS, LLC","333 SANDY SPRINGS CIRCLE, N.E.",SUITE 121,SANDY SPRINGS,GA,30328,4044590027,WWW.SGFINANCIALADVISORS.COM,Timothy Slinkman,Timothy.Slinkman@SGFINANCIALADVISORS.COM,133824
"CAMPION ASSET MANAGEMENT, LLC",8381 OLD COURTHOUSE ROAD,SUITE 350,VIENNA,VA,22182,7038480344,WWW.CAMPIONWEALTH.COM,Peter Roden,Peter.Roden@CAMPIONWEALTH.COM,134002
"REDROCK WEALTH MANAGEMENT, LLC",9484 W FLAMINGO RD. #205,,LAS VEGAS,NV,89147,7029871607,WWW.FINACUITY.COM,Jeffrey Van Patten,Jeffrey.Van Patten@FINACUITY.COM,134562
"SPECTRUM CAPITAL INVESTMENT GROUP, INC.",9911 IRVINE CENTER DRIVE,SUITE 150,IRVINE,CA,92618,9495970101,WWW.SPECTRUMCAPITALINVEST.COM,Dale Mathews,Dale.Mathews@SPECTRUMCAPITALINVEST.COM,135530
"OAK ADVISORS, LLC",3 CLARK SUMMIT DRIVE,SUITE 201,BLUFFTON,SC,29910,8437579339,WWW.OAKADVISORS.NET,Sherman Reeves Jr,Sherman.Reeves Jr@OAKADVISORS.NET,137192
"MCDERMOTT ADVISORY GROUP, LLC",3520 SILVERSIDE ROAD,STE 25,WILMINGTON,DE,19810,3027785677,WWW.WEALTHGUIDE.NET,Edward Scheidt,Edward.Scheidt@WEALTHGUIDE.NET,138768
"BIRD ROCK ASSET MANAGEMENT, LP",9433 BEE CAVE RD,"BLDG 2, SUITE 203",AUSTIN,TX,78733,5122360071,WWW.BIRDROCKAM.COM,Brian Coleman,Brian.Coleman@BIRDROCKAM.COM,138872
"LAKESIDE WEALTH MANAGEMENT GROUP, LLC",3100 VILLAGE PT,STE 200,CHESTERTON,IN,46304,2199261182,WWW.LAKESIDEWEALTH.COM,Sabino Barron Zambrano,Sabino Barron.Zambrano@LAKESIDEWEALTH.COM,140271
"SOVEREIGN WEALTH ADVISORS, INC.",777 108TH AVENUE NE,SUITE 1880,BELLEVUE,WA,98004,4252894222,WWW.SOVEREIGNWA.COM,Frank Klinger,Frank.Klinger@SOVEREIGNWA.COM,140639
"BULLTICK WEALTH MANAGEMENT, LLC",333 SE 2ND AVE,SUITE 3950,MIAMI,FL,33131,3057799890,WWW.BULLTICK.COM,Michael Anderko,Michael.Anderko@BULLTICK.COM,141588
INDEPENDENCE WEALTH ADVISORS INC.,6723 WHITTIER AVE.,SUITE 200,MCLEAN,VA,22101,7037526000,WWW.INWEALTHINC.COM,Pedro Agredano,Pedro.Agredano@INWEALTHINC.COM,142195
"EDGE WEALTH MANAGEMENT, LLC",805 THIRD AVENUE,FLOOR 12,NEW YORK,NY,10022,2126820133,WWW.EDGEWEALTH.COM,Kevin Frainer,Kevin.Frainer@EDGEWEALTH.COM,142380
GYROSCOPE CAPITAL MANAGEMENT GROUP LLC,"999 VANDERBILT BEACH ROAD, SUITE 102",,NAPLES,FL,34108,2394497999,WWW.GYROSCOPECAPITALMANAGEMENT.COM/,David Fincher,David.Fincher@GYROSCOPECAPITALMANAGEMENT.COM/,142672
"R.S. PETRELL & ASSOCIATES, LLC D/B/A STRATEGIC WEALTH ADVISORS",5784 WIDEWATERS PARKWAY,FIRST FLOOR,DEWITT,NY,13214,3152187350,STRATEGICWEALTHADVISORS.NET,Robert Spagnola,Robert.Spagnola@STRATEGICWEALTHADVISORS.NET,143462
"FORTUNE FINANCIAL ADVISORS, LLC",11600 COLLEGE BLVD,SUITE 225,OVERLAND PARK,KS,66210,9133930038,FORTUNEFINANCIALADVISORS.COM,Robert Capocci,Robert.Capocci@FORTUNEFINANCIALADVISORS.COM,145799
INVESTMENT MANAGEMENT & PLANNING LLC,20 MONTCHANIN ROAD,SUITE 270,GREENVILLE,DE,19807,3026545449,WWW.IMANDP.COM,Daniel Sunde,Daniel.Sunde@IMANDP.COM,146041
"KINGSMARK PRIVATE FINANCIAL ADVISORS, LLC",601 POINTE NORTH BOULEVARD,,ALBANY,GA,31721,2294392348,WWW.KMPFA.COM,James Crowley,James.Crowley@KMPFA.COM,146655
"PRIVATE CLIENT ASSET MANAGEMENT, INC.","401 FRANKLIN AVE, SUITE 110",,GARDEN CITY,NY,11530,5162804622,WWW.PCAMINVEST.COM,Michael Wilson,Michael.Wilson@PCAMINVEST.COM,147052
"THE RETIREMENT GROUP, LLC",10675 SORRENTO VALLEY ROAD,SUITE 100,SAN DIEGO,CA,92121,8009005867,WWW.THERETIREMENTGROUP.COM,James Hamlett II,James.Hamlett II@THERETIREMENTGROUP.COM,148296
"VALUES FIRST ADVISORS, INC.",101 OLD GRAY STATION ROAD,,GRAY,TN,37615,8778323847,WWW.VALUESFIRSTADVISORS.COM,Scott Pearl,Scott.Pearl@VALUESFIRSTADVISORS.COM,148532
LIONSBRIDGE WEALTH MANAGEMENT LLC,1514 ROBERTS DRIVE,,JACKSONVILLE BEACH,FL,32250,9045625194,WWW.LBWM.NET,Susan Abernathy,Susan.Abernathy@LBWM.NET,149019
"HUDOCK CAPITAL GROUP, LLC",400 MARKET STREET,SUITE 200,WILLIAMSPORT,PA,17701,5703269500,WWW.HUDOCKCAPITAL.COM,Warren Ball,Warren.Ball@HUDOCKCAPITAL.COM,149255
"SPOUTING ROCK ASSET MANAGEMENT, LLC",925 W. LANCASTER AVE.,SUITE 250,BRYN MAWR,PA,19010,6107882128,WWW.SPOUTINGROCK.US,Thomas Heitzman,Thomas.Heitzman@SPOUTINGROCK.US,150516
JOHN F SUBY WEALTH MANAGEMENT LLC,2901 WEST BELTLINE HWY,SUITE 201,MADISON,WI,53713,6082733100,JFSWEALTHMANAGEMENT.COM,Anthony Woolsey,Anthony.Woolsey@JFSWEALTHMANAGEMENT.COM,150824
"LANIER ASSET MANAGEMENT, LLC",10200 FOREST GREEN BOULEVARD,SUITE 300,LOUISVILLE,KY,40223,5029091100,WWW.LANIERAM.COM,Bradley Basarich,Bradley.Basarich@LANIERAM.COM,150888
"HARBOR INVESTMENT ADVISORY, LLC",2330 W. JOPPA ROAD,SUITE 160,LUTHERVILLE,MD,21093,4106598900,WWW.HARBORINVESTMENTADVISORY.COM,Daniel Gilbertson,Daniel.Gilbertson@HARBORINVESTMENTADVISORY.COM,151085
CABANA ASSET MANAGEMENT,220 S. SCHOOL AVE.,,FAYETTEVILLE,AR,72701,4794426464,WWW.CABANAPORTFOLIO.COM,Daryl Gilbertson,Daryl.Gilbertson@CABANAPORTFOLIO.COM,151418
CAPSTONE ADVISORY GROUP LLC,7701 FRANCE AVE S,SUITE 625,EDINA,MN,55435,9525622440,WWW.CAPSTONEADVGROUP.COM,Jeremy Hanson,Jeremy.Hanson@CAPSTONEADVGROUP.COM,153443
"NORTHWEST ADVISORS, INC.",100 LIBERTY STREET,,WARREN,PA,16365,8773003454,WWW.NORTHWEST.COM,Michael Burris,Michael.Burris@NORTHWEST.COM,154032
"SPECTRUM MANAGEMENT GROUP, INC.",600 EAST 96TH STREET,SUITE 130,INDIANAPOLIS,IN,46240,3176635600,WWW.SPECTRUM-MGMT.COM,Glen Mueller,Glen.Mueller@SPECTRUM-MGMT.COM,154532
"CLARK DODGE ASSET MANAGEMENT, LLC",2 WESTCHESTER PARK DRIVE,SUITE 107,WHITE PLAINS,NY,10604,9142689850,WWW.CLARKDODGEWEALTH.COM,Winfred Teague,Winfred.Teague@CLARKDODGEWEALTH.COM,154822
"FOCUSED WEALTH MANAGEMENT, INC.",216 ROUTE 299,,HIGHLAND,NY,12528,8456914035,WWW.FOCUSEDWEALTHMGMT.COM,Matthew Shadel,Matthew.Shadel@FOCUSEDWEALTHMGMT.COM,154828
"ALETHEA CAPITAL MANAGEMENT, LLC",18029 CALLE AMBIENTE,SUITE 509,RANCHO SANTA FE,CA,92067,8589262058,WWW.ALETHEALLC.COM,Edward Shover,Edward.Shover@ALETHEALLC.COM,156500
"ANTONETTI CAPITAL MANAGEMENT, LLC",3200 BAILEY LANE,SUITE 155,NAPLES,FL,34105,2394030218,WWW.ANTONETTICAPITAL.COM,Dennis Cohn,Dennis.Cohn@ANTONETTICAPITAL.COM,156551
"FIDUCIARY WEALTH MANAGEMENT, LLC",4604-H PINECREST OFFICE PARK DRIVE,,ALEXANDRIA,VA,22312,7032421231,WWW.FIDWEALTHMAN.COM,Albert Stokes Jr,Albert.Stokes Jr@FIDWEALTHMAN.COM,157290
"BLACKHAWK CAPITAL PARTNERS, LLC",167 S. MAIN STREET,,THIENSVILLE,WI,53092,2622424487,BLACKHAWK-CAPITAL.COM,Paul Evenhouse,Paul.Evenhouse@BLACKHAWK-CAPITAL.COM,158020
"SPELTS WEALTH MANAGEMENT, INC",901 BRUCE ROAD,SUITE 160,CHICO,CA,95928,5308910717,WWW.SPELTSWM.COM,Milton Mishler,Milton.Mishler@SPELTSWM.COM,158321
"PEACHCAP  TAX & ADVISORY, LLC",550 PHARR RD.,SUITE 700,ATLANTA,GA,30305,4042208958,WWW.PEACHCAP.COM,John Wedlake,John.Wedlake@PEACHCAP.COM,158729
AWM GLOBAL ADVISORS,750 B STREET,SUITE 3150,SAN DIEGO,CA,92101,6192257600,WWW.AWMGA.COM,James Thomas,James.Thomas@AWMGA.COM,159094
"SKINNER, COPPER & EHMEN WEALTH MANAGEMENT, LLC",3000 PROFESSIONAL DR.,STE 201,SPRINGFIELD,IL,62703,2177534020,WWW.SCEWEALTH.COM,John Gadomski,John.Gadomski@SCEWEALTH.COM,159255
MERIDIAN WEALTH MANAGEMENT LLC,4430 ARAPAHOE AVE,SUITE 210,BOULDER,CO,80303,7202741656,WWW.MERIDIANTEAM.COM,Mark Dixon,Mark.Dixon@MERIDIANTEAM.COM,161144
"A.G. CAMPBELL ADVISORY, LLC",1340 SMITH AVENUE,SUITE 200,BALTIMORE,MD,21209,8002627617,WWW.AGCADVISORY.COM,Thomas Credi,Thomas.Credi@AGCADVISORY.COM,162150
"NEPSIS ADVISOR SERVICES, INC.",8674 EAGLE CREEK CIRCLE,,MINNEAPOLIS,MN,55378,9527462003,WWW.NEPSISCAPITAL.COM,Edward Pranskevicius,Edward.Pranskevicius@NEPSISCAPITAL.COM,162340
WESTMORE ASSET MANAGEMENT,800 THIRD AVENUE,28 FLOOR,NEW YORK,NY,10022,3473087886,WWW.WESTMOREAM.COM,William Wink,William.Wink@WESTMOREAM.COM,164431
AIM CAPITAL,7337 E DOUBLETREE RANCH ROAD,SUITE 195,SCOTTSDALE,AZ,85258,4803461556,WWW.AIMCAPAZ.COM,Mark Garber,Mark.Garber@AIMCAPAZ.COM,165183
"OAK GROVE CAPITAL, LLC",2689 OAK HILL DRIVE,CARRIAGE BUILDING,ALLISON PARK,PA,15101,4125158899,OAKGROVECAPITAL.NET/,Arthur Medina,Arthur.Medina@OAKGROVECAPITAL.NET/,165465
QUINN WEALTH ADVISORS,"BRANDYWINE FIVE, 1 DICKINSON DRIVE",SUITE 103,CHADDS FORD,PA,19317,4844828201,WWW.QUINNWEALTHADVISORS.COM,John De Jong,John.De Jong@QUINNWEALTHADVISORS.COM,166144
"GENESEE CAPITAL ADVISORS, LLC",46 SOUTH STREET,,AUBURN,NY,13021,3155543020,GENESEEADVISORS.COM/,Marvin Schaefer,Marvin.Schaefer@GENESEEADVISORS.COM/,167353
"VIRTUE CAPITAL MANAGEMENT, LLC",6 CADILLAC DR.,SUITE 310,BRENTWOOD,TN,37027,6153400801,WWW.VIRTUEWEBINARS.COM,Nicholas Stashak,Nicholas.Stashak@VIRTUEWEBINARS.COM,167816
"RIVERTREE ADVISORS, LLC",941 WEST MORSE BOULEVARD,SUITE 100,WINTER PARK,FL,32789,4075991104,WWW.RIVERTREE.CO,David Luplow,David.Luplow@RIVERTREE.CO,168065
"FOREFRONT CAPITAL ADVISORS, LLC",641 LEXINGTON AVENUE,29TH FLOOR,NEW YORK,NY,10022,2126078150,WWW.FOREFRONTGROUP.COM/,Joel Van Drunen,Joel.Van Drunen@FOREFRONTGROUP.COM/,168458
TORCH WEALTH MANAGEMENT LLC,4500 COOPER ROAD,SUITE 201,CINCINNATI,OH,45242,5132857080,WWW.TORCHWEALTH.COM,Scott McQueeny,Scott.McQueeny@TORCHWEALTH.COM,168815
"RANGER ALTERNATIVE MANAGEMENT II, LP",2828 N. HARWOOD STREET,SUITE 1900,DALLAS,TX,75201,2148715200,WWW.RANGERSPECIALTYINCOME.COM,John Gabrys,John.Gabrys@RANGERSPECIALTYINCOME.COM,168942
"SCHECHTER INVESTMENT ADVISORS, LLC",251 PIERCE STREET,,BIRMINGHAM,MI,48009,2487319500,WWW.SCHECHTERINVESTMENTS.COM,Thomas Behrens,Thomas.Behrens@SCHECHTERINVESTMENTS.COM,169114
"WT WEALTH MANAGEMENT, LLC",7161 EAST RANCHO VISTA DRIVE,SUITE 112,SCOTTSDALE,AZ,85251,8008250616,WWW.WTWEALTHMANAGEMENT.COM,John Wieringa,John.Wieringa@WTWEALTHMANAGEMENT.COM,169566
"ADVANCED RESEARCH INVESTMENT SOLUTIONS, LLC",9150 WILSHIRE BOULEVARD,SUITE 220,BEVERLY HILLS,CA,90212,4242833800,WWW.ARISCONSULTING.COM,Randy Reason,Randy.Reason@ARISCONSULTING.COM,169582
"BRIGHTWATER ADVISORY, LLC",4613 W. NORTH A ST.,,TAMPA,FL,33609,8132516310,WWW.BRIGHTWATERADVISORY.COM,Kelly Duncan,Kelly.Duncan@BRIGHTWATERADVISORY.COM,169806
VINTAGE WEST CAPITAL MANAGEMENT,160 CHESTERFIELD DRIVE,SUITE 102,CARDIFF BY THE SEA,CA,92007,8583975542,WWW.VINTAGEWESTCM.COM,Kenneth Orzechowski Jr,Kenneth.Orzechowski Jr@VINTAGEWESTCM.COM,170186
"JAYKAY WEALTH ADVISORS, INC.",6200 SAVOY DR.,#300,HOUSTON,TX,77036,7137804575,WWW.ADVISORUSA.COM,Marty Pitt,Marty.Pitt@ADVISORUSA.COM,170192
HORIZON WEALTH MANAGEMENT,22 CALENDAR COURT - 2ND FLOOR,,LA GRANGE,IL,60525,7083524300,WWW.HORIZONWEALTH.BIZ,Jeremiah Thompson,Jeremiah.Thompson@HORIZONWEALTH.BIZ,170255
RED CEDAR INVESTMENT MANAGEMENT,2852 EYDE PARKWAY,SUITE 240,EAST LANSING,MI,48823,5175804668,WWW.REDCEDARIM.COM,Harold Norton Jr,Harold.Norton Jr@REDCEDARIM.COM,170939
"RWM ASSET MANAGEMENT, LLC",2100 LAKE EUSTIS DR.,,TAVARES,FL,32778,3523432700,SMARTASSETSOPTIMIZER.JEMSTEP.COM,Daniel Byrnes,Daniel.Byrnes@SMARTASSETSOPTIMIZER.JEMSTEP.COM,171346
"GUARDSMAN PRIVATE CAPITAL MANAGEMENT, INC.",1221 S. TAMIAMI TRAIL,,SARASOTA,FL,34239,9413499200,WWW.GUARDSMANWMS.COM,Alan Dusseault,Alan.Dusseault@GUARDSMANWMS.COM,172205
"ASHFORD INVESTMENT MANAGEMENT, LLC",14185 DALLAS PARKWAY,SUITE 655,DALLAS,TX,75254,9727789534,WWW.ASHFORDIM.COM,Gjergji Shkembi,Gjergji.Shkembi@ASHFORDIM.COM,172754
WATCHSTONE WEALTH MANAGEMENT LLC,349 FIFTH AVENUE,,NEW YORK,NY,10016,3479933558,WWW.WATCHSTONEWM.COM,Scott Oostindie,Scott.Oostindie@WATCHSTONEWM.COM,172835
"ZURAW FINANCIAL ADVISORS, LLC",806 GREEN VALLEY ROAD,SUITE 201,GREENSBORO,NC,27408,3362907062,WWW.ZURAWFINANCIALADVISORS.COM,Arthur Michalczak,Arthur.Michalczak@ZURAWFINANCIALADVISORS.COM,173129
SNOW GARRETT WEALTH MANAGEMENT,1207 SANTA FE DRIVE,,WEATHERFORD,TX,76086,8175969301,WWW.SG-WEALTH.COM,E Mark Parmelee,E Mark.Parmelee@SG-WEALTH.COM,173563
CAPTRUST FINANCIAL ADVISORS,85 E 8TH STREET,SUITE 160,HOLLAND,MI,49423,6163925332,WWW.CTFA.COM,Clyde Risley,Clyde.Risley@CTFA.COM,173736
PRECISION CAPITAL MANAGEMENT,9111 CYPRESS WATERS BLVD SUITE 140,,DALLAS,TX,75019,8662544235,WWW.PRECISIONCAPITALMANAGEMENT.COM,Orris Jackson,Orris.Jackson@PRECISIONCAPITALMANAGEMENT.COM,174239
FITZROY INVESTMENT ADVISORS LLC,1111 BRICKELL AVENUE,SUITE 2648,MIAMI,FL,33131,3475809762,WWW.FRIA.US,Edward Johnson,Edward.Johnson@FRIA.US,174342
"PROVIDENCE CAPITAL ADVISORS, LLC",4500 CAMERON VALLEY PARKWAY,SUITE 270,CHARLOTTE,NC,28211,7042154420,WWW.PROVIDENCECAPITALADVISORS.COM,Gregory Tschirhart,Gregory.Tschirhart@PROVIDENCECAPITALADVISORS.COM,174631
"TAMP ADVISORY SOLUTIONS, LLC",4458 LEGENDARY DR.,SUITE 140,DESTIN,FL,32541,8504608444,WWW.DUNCANMCHUGH.INVESTMENTS,Timothy House,Timothy.House@DUNCANMCHUGH.INVESTMENTS,174901
ADK WEALTH ADVISORY GROUP,12935 NORTH OUTER FORTY ROAD,SUITE 101,ST. LOUIS,MO,63141,3148781489,DISCOVERINDEPENDENCE.COM,Edward Sparks,Edward.Sparks@DISCOVERINDEPENDENCE.COM,175085
BLUE WATER ASSET MANAGEMENT,4120 E. BELTLINE AVE.,SUITE 100,GRAND RAPIDS,MI,49525,6164471600,REDFIELDFINANCIALGROUP.COM/NEW/REDFIELDFINANCIALGROUP/,Raymond Lindstrom,Raymond.Lindstrom@REDFIELDFINANCIALGROUP.COM/NEW/REDFIELDFINANCIALGROUP/,175362
"SEASIDE WEALTH MANAGEMENT, INC.",6154 INNOVATION WAY,,CARLSBAD,CA,92009,7607308120,WWW.SEASIDEWEALTH.COM/,Curtis Summers,Curtis.Summers@SEASIDEWEALTH.COM/,271039
"M WEALTH MANAGEMENT, LLC",13520 EVENING CREEK DR. NORTH,SUITE 130,SAN DIEGO,CA,92128,8556352763,WWW.MWEALTHLLC.COM,James Gliniecki,James.Gliniecki@MWEALTHLLC.COM,281532
PANTHREX ASSET MANAGEMENT LLC,9111 CYPRESS WATERS BLVD,,DALLAS,TX,75019,8883025559,WWW.HARGISANDSTEVENS.COM/,Cecil Keel,Cecil.Keel@HARGISANDSTEVENS.COM/,281619
INVICTUS ASSET MANAGEMENT LLC,30200 AGOURA ROAD,SUITE 230,AGOURA HILLS,CA,91301,8056357695,INVICTUSADVISOR.COM,Dwain Stopczynski,Dwain.Stopczynski@INVICTUSADVISOR.COM,281704
"COURIER CAPITAL, LLC",1114 DELAWARE AVENUE,,BUFFALO,NY,14209,7168839595,WWW.COURIERCAPITAL.COM,Terry Letterman,Terry.Letterman@COURIERCAPITAL.COM,282485
"CLEAR ROCK ADVISORS, LLC","5351 THUNDER CREEK ROAD, STE. A",,AUSTIN,TX,78759,5127350222,WWW.CLEARROCKADVISORS.COM,Keith Mach,Keith.Mach@CLEARROCKADVISORS.COM,282716
"PACIFIC EDGE ADVISORS, LLC","2101 E. COAST HWY, SUITE 215",,CORONA DEL MAR,CA,92625,9497184527,PACIFICEDGEADVISORS.COM,Anthony Evans,Anthony.Evans@PACIFICEDGEADVISORS.COM,283628
"PREMIS ADVISORS, LLC","3350 PEACHTREE ROAD, NE",SUITE 1150,ATLANTA,GA,30326,6786665380,WWW.PREMISADVISORS.COM,Robert Compton,Robert.Compton@PREMISADVISORS.COM,283679
"MGO WEALTH ADVISORS, LLC",4675 MACARTHUR COURT,SUITE 600,NEWPORT BEACH,CA,92660,9492073241,WWW.MGOWEALTHADVISORS.COM,Henry Dinkins Jr,Henry.Dinkins Jr@MGOWEALTHADVISORS.COM,283909
PROVENIO CAPITAL MANAGEMENT INC.,4400 MACARTHUR BLVD.,SUITE 310,NEWPORT BEACH,CA,92660,9493019060,WWW.PROVENIOCAPITAL.COM,Robert Mikonowicz,Robert.Mikonowicz@PROVENIOCAPITAL.COM,284541
"BLACK BAY ENERGY CAPITAL, LLC",1100 POYDRAS STREET,SUITE 1480,NEW ORLEANS,LA,70163,5045863848,BLACKBAYENERGY.COM/,Ryan Richardson,Ryan.Richardson@BLACKBAYENERGY.COM/,284945
"LEGACY ADVISORY GROUP, LLC",7111 W. 98TH TERRACE,SUITE 110,OVERLAND PARK,KS,66212,9138255225,WWW.LEGACYGROUPKS.COM,Ryan Galloway,Ryan.Galloway@LEGACYGROUPKS.COM,285596
"SILVERLEAF ADVISOR GROUP, LLC",12910 PIERCE STREET,SUITE 100,OMAHA,NE,68144,4029347200,WWW.SILVERLEAFWEALTH.COM,Roderick Stewart,Roderick.Stewart@SILVERLEAFWEALTH.COM,286071
"CAPITAL SQUARE, LLC",633 CHESTNUT ST,SUITE 1550 REPUBLIC CENTER,CHATTANOOGA,TN,37450,4238776708,WWW.CAPITALSQUARE.BIZ,Steven Sharette,Steven.Sharette@CAPITALSQUARE.BIZ,286098
"FIRST OAK WEALTH MANAGEMENT, LLC",8341 BANDFORD WAY,SUITE 007,RALEIGH,NC,27615,9194211555,WWW.FIRSTOAK.COM/,Salvador Casco,Salvador.Casco@FIRSTOAK.COM/,288316
